id;name;street_address;latitude;longitude;phone;email;website;facebook;slug;opening_hours_monday;opening_hours_tuesday;opening_hours_wednesday;opening_hours_thursday;opening_hours_friday;opening_hours_saturday;opening_hours_sunday;opening_hours_description;happy_hours_monday;happy_hours_tuesday;happy_hours_wednesday;happy_hours_thursday;happy_hours_friday;happy_hours_saturday;happy_hours_sunday;happy_hours_description;is_published;is_closed;created_at;updated_at;has_free_wifi;has_air_conditioning;has_television;has_darts;has_foosball;has_pinball;has_pool;has_terrace;has_handicap_access;city_id;postal_code;has_food;offers_description;has_dog_policy;has_board_games;has_live_music;has_dj_set;instagram;description;offers_slogan;capacity_inside;capacity_outside;is_claimed;has_offers;has_take_away;premium_hours_monday;premium_hours_tuesday;premium_hours_wednesday;premium_hours_thursday;premium_hours_friday;premium_hours_saturday;premium_hours_sunday;public_transports_updated_at;secret_key
3817;Le Bistrot;31 Rue de Brest;48,4331585;-4,4032578;33290914409;NULL;NULL;https://www.facebook.com/lebistrot29;le-bistrot-1;07:00/14:00;07:00/20:00;07:00/20:00;07:00/20:00;07:00/01:00;07:30/01:00;08:00/13:30-18:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29490;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;d1924dbff5e02310f11da88e1122c73b
3818;Le Black out;9 Rue Saint-Martin;48,3943303;-4,4789161;NULL;NULL;http://le-black-out.business.site;https://www.facebook.com/leblackoutbar;le-black-out;NULL;17:00/01:00;17:00/01:00;17:00/01:00;17:00/01:00;17:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;86d1960f95d04d8e047fd79ba96d80f6
3819;Le Boucan;136 Rue Paul Masson;48,4049011;-4,4771847;33982322489;NULL;http://leboucan.bzh;https://www.facebook.com/le.Boucan.Brest;le-boucan;NULL;NULL;NULL;NULL;18:00/01:00;18:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;163768aed1e7bb840a0ad128e668ef27
3820;Le Cap Horn;2 Bis Rue de Kerros;48,3880557;-4,482328;33298802275;NULL;NULL;https://www.facebook.com/lecaphorn;le-cap-horn;06:00/20:00;06:00/20:00;06:00/20:00;06:00/20:00;06:00/21:00;06:00/21:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;b18cce85ba18d559add0eb5e6bbf43f0
3821;Le Central;41 Rue de Lyon;48,3890292;-4,4889649;33298443867;NULL;NULL;https://www.facebook.com/pages/Le%20Central/1379322642309267/;le-central-2;07:30/20:00;07:30/20:00;07:30/20:00;07:30/20:00;07:30/20:00;07:30/20:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;708b5348271d21b9ca89a80b7ebe9fa4
3822;Le Cube à Ressort;7 Rue de l'Harteloire;48,3933663;-4,491676;33298439770;NULL;NULL;https://www.facebook.com/Le-Cube-%C3%A0-Ressort-217278018304709;le-cube-a-ressort;NULL;NULL;NULL;23:59/07:00;23:59/07:00;23:59/07:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;990f6611317c099f2b4fc8e9f780612c
3823;Le Grand Pavois;297 Rue Eugène Berest;48,3931329;-4,4348466;33298027630;NULL;http://le-grand-pavois.zenchef.com;https://www.facebook.com/LeGrandPavois;le-grand-pavois;NULL;10:00/00:00;10:00/00:00;10:00/00:00;10:00/00:00;10:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;42c064beba02bd80176765fcf439ef6a
3824;Le Gueule De Bois;1 Rue des Halles Saint-Louis;48,3895968;-4,4887135;NULL;NULL;NULL;https://www.facebook.com/LeGueuleDeBois;le-gueule-de-bois;NULL;16:00/01:00;16:00/01:00;16:00/01:00;16:00/01:00;16:00/01:00;10:30/15:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;8ddcbfd35da04b995d1d6de2f0afc5c0
3825;Le Gulf Stream;252 Rue Jean Jaurès;48,4013455;-4,4693248;33954745940;NULL;NULL;https://www.facebook.com/Bar-Le-Gulf-Stream-1332357276848463;le-gulf-stream;07:30/23:00;07:30/23:00;07:30/23:00;07:30/23:00;07:30/01:00;07:30/01:00;09:00/23:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;1284e1a514b596769d2b99f627f0a9da
3826;Le Montparnasse;16 Rue Colbert;48,3888058;-4,4872465;33298443548;NULL;NULL;https://www.facebook.com/Le-Montparnasse-675653735880098;le-montparnasse;09:00/21:00;09:00/21:00;09:00/21:00;09:00/21:00;09:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/le_montparnasse_brest/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;3205cf263c1e72093f73f093360e28f4
3827;Le Mouton À Cinq Pattes;25 Rue Navarin;48,3968457;-4,4785657;33229629991;NULL;NULL;https://www.facebook.com/lemouton5pattes;le-mouton-a-cinq-pattes;NULL;11:30/14:30-16:30/00:30;11:30/14:30-16:30/00:30;11:30/14:30-16:30/00:30;11:30/14:30-16:30/00:30;18:00/00:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;84e9358eb939617a65c69baf0749caf6
3828;Le Pénalty;35 Rue de Quimper;48,4020017;-4,4614688;33298020546;NULL;NULL;https://www.facebook.com/lepenaltybrest;le-penalty;06:30/20:00;06:30/20:00;06:30/20:00;06:30/20:00;06:30/23:00;08:00/01:00;09:30/13:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;82ae3c9e8ecb2e93773f57d55a32b5a3
3829;Le RemorKeur;2 Bis Quai de la Douane;48,3816442;-4,4879008;33298250840;NULL;http://leremorkeur.fr;https://www.facebook.com/LeRemorKeur;le-remorkeur;10:30/23:00;10:30/23:00;10:30/23:00;10:30/23:00;10:30/01:00;10:30/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;1;1;https://www.instagram.com/leremorkeur/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;d1155a5f152c0551e36a8afc6f7145bf
3830;Le Tortuga;14 Rue de Siam;48,3853656;-4,4933543;33290825966;NULL;NULL;https://www.facebook.com/tortugabrest;le-tortuga;NULL;NULL;00:00/01:00-18:00/01:00;18:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;1;0;0;0;1;NULL;30;29200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;7aabed182038e5e5575a1a51d49cd34a
3831;Le Tour Du Monde;Port de Plaisance;48,3788296;-4,48946;33298419365;NULL;http://tourdum.fr;https://www.facebook.com/Tourdum29;le-tour-du-monde;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;fdadb2ff87a2302d0209d36ba8ef1be0
3832;Le Triskell;31 Rue Massillon;48,3965831;-4,4799628;NULL;NULL;NULL;https://www.facebook.com/Le-Triskell-Bihan-703657956393066;le-triskell;10:00/15:00-18:00/22:00;10:00/15:00-18:00/22:00;10:00/15:00-18:00/01:00;10:00/15:00-18:00/01:00;10:00/15:00-18:00/01:00;10:00/15:00-18:00/22:00;10:00/15:00-18:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;70bdbefbe3a21b957de8a2024e017e3c
3833;Le Tudor;20 Rue Algésiras;48,3900334;-4,4893895;33298441957;NULL;NULL;https://www.facebook.com/LeTudorbarpub/;le-tudor;NULL;12:00/01:00;12:00/01:00;12:00/01:00;12:00/01:00;17:30/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/le_tudor_bar_pub/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;dfbe3916539fdce719f4357075eaa5d4
3834;Les Fauvettes;27 Rue Conseil;48,39511;-4,4812068;33298444667;NULL;NULL;https://www.facebook.com/publesfauvettes;les-fauvettes;18:00/01:00;18:00/01:00;18:00/01:00;18:00/01:00;17:00/02:00;17:00/02:00;18:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;c96dabb138e640d0cf3937ff8fc39578
3835;Les Quatre Vents;18 Quai de la Douane;48,3826011;-4,4857906;33298444284;NULL;http://les-4-vents.com;https://www.facebook.com/Les-Quatre-Vents-brest-208210062665369;les-quatre-vents;08:00/01:00;08:00/01:00;08:00/01:00;08:00/01:00;08:00/01:00;10:00/01:00;10:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;078e6c8f411d344548ab0620c7e0f27a
3836;les Tontons Zingueurs;21 Rue de la 2ème Db;48,3925365;-4,4834152;33298205236;NULL;NULL;https://www.facebook.com/zingueurs/;les-tontons-zingueurs;11:00/01:00;11:00/01:00;11:00/01:00;11:00/01:00;11:00/01:00;14:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;c5018d99d6756380dd75d1ddfa5b3ee5
3837;Les Tritons;7 Rue Saint-Martin;48,3944051;-4,478966;33298432990;NULL;NULL;https://www.facebook.com/pages/category/Dance---Night-Club/Les-Tritons-1627403894182122/;les-tritons;NULL;00:30/05:00;00:30/05:00;00:30/05:00;00:30/06:00;00:30/06:00;00:30/05:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;NULL;NULL;NULL;NULL;1;NULL;https://www.instagram.com/les_tritons_brest_/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;19612a9d3008418204b4206b54b5542b
3838;Mc Guigan's;9 Rue Jean Marie le Bris;48,3821156;-4,4877259;33298444169;NULL;http://mcguigans.bzh;https://www.facebook.com/pages/Mc%20Guigan's/104328172963085/;mc-guigans;09:00/01:00;09:00/01:00;09:00/01:00;09:00/01:00;09:00/01:00;15:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;9d97339bc9f15b21a3db1fb40cf1d25d
3839;Monument Café;50 Rue des Mouettes;48,3859196;-4,436418;33298010427;NULL;http://mocafe-brest.com;https://www.facebook.com/Monument-Caf%C3%A9-MO-caf%C3%A9-BREST-1040525722658073;monument-cafe;10:00/19:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;10:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;1;1;https://www.instagram.com/mocafebrestofficiel/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;72145ec4ad23858ffb6927e30f8310dd
3840;Offside Bay;4 Rue de Siam;48,3849056;-4,4938952;33229630971;NULL;http://offside-bay.business.site;https://www.facebook.com/offsidebay;offside-bay;11:45/13:30;11:45/13:30;11:45/13:30;11:45/13:30-19:00/21:30;11:45/13:30-19:00/21:30;19:00/21:30;19:00/21:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;5e55408632c6fa22d60eab5e9c000936
3841;Oyster bar;2 Quai de la Douane;48,3816442;-4,4879008;33298462948;NULL;NULL;https://www.facebook.com/oysterbrest;oyster-bar;16:00/01:00;16:00/01:00;16:00/01:00;16:00/01:00;16:00/01:00;16:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;fe66b7c0c9b8d74a96ff6184cb951302
3842;Poem;490 Rue Alain Colas;48,3905222;-4,4437953;33298254389;NULL;http://poem-bier.com;https://www.facebook.com/poembrest;poem;16:00/20:00;16:00/20:00;16:00/20:00;16:00/22:00;16:00/22:00;16:00/22:00;16:00/20:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;03c5f38d976cd57dff7712a672658692
3843;Pub Hamilton;2 Rue de la 2ème Db;48,3913735;-4,4822835;33298433232;NULL;NULL;https://www.facebook.com/Lepubhamilton;pub-hamilton;18:00/01:00;18:00/01:00;18:00/01:00;18:00/01:00;18:00/02:00;17:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/lepubhamilton/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;b8135dc7c88bfe12d9e7c6a9e7834e54
3844;RestAuPub;10 Rue de Siam;48,3852028;-4,4936859;33298435553;NULL;NULL;https://www.facebook.com/RestAuPub;restaupub;11:45/15:00-18:00/01:00;11:45/15:00-18:00/01:00;11:45/15:00-18:00/01:00;11:45/15:00-18:00/01:00;11:45/15:00-18:00/01:00;11:45/15:00-18:00/01:00;11:45/15:00-18:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;3425746852431599d461c8dbdf723d41
3845;Rock Cirkus;152 Rue Jean Jaurès;48,3969568;-4,4761591;33298436425;NULL;NULL;https://www.facebook.com/rockcirkusbar29200;rock-cirkus;17:00/01:00;17:00/01:00;17:00/01:00;17:00/01:00;17:00/01:00;17:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;a9493932ae450da2ceca45133a8d2e66
3846;Stendhal;18 Rue Colbert;48,388955;-4,4873647;33298442263;NULL;NULL;https://www.facebook.com/stendhalbrest;stendhal;NULL;NULL;00:00/05:30;00:00/05:30;00:00/05:30;00:00/05:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;732bd110d0e88b719089774485ca6abd
3847;The Blind Piper;95 Rue de Siam;48,3890035;-4,4876397;33298803539;NULL;NULL;https://www.facebook.com/Siam.StreetBrest;the-blind-piper;16:00/01:00;16:00/01:00;16:00/01:00;16:00/01:00;16:00/02:00;16:00/02:00;16:00/00:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;1;1;1;30;29200;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;4314682a66d963655c5ba851078c02df
3848;The Cottage;2 Rue du Château;48,3833189;-4,4914206;33298801773;NULL;NULL;https://www.facebook.com/Thecottagebrest;the-cottage;11:00/22:00;11:00/01:00;11:00/01:00;11:00/01:00;11:00/01:00;15:00/01:00;16:00/22:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;4b43ff02bacaa4577aacc8435723234d
3849;The Dubliners;28 Rue Mathieu Donnart;48,399224;-4,4850448;33298460498;NULL;NULL;https://www.facebook.com/dub.dubliners;the-dubliners-1;15:00/01:00;15:00/01:00;15:00/01:00;15:00/01:00;15:00/02:00;15:00/02:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;08/02/2022 14:42;NULL;NULL;1;1;NULL;NULL;NULL;1;NULL;30;29200;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;866f9ea550b9a7857a06b1b1422a0b64
3850;The Tara Inn;1 Rue Blaveau;48,3829735;-4,4854461;33298803607;NULL;NULL;https://www.facebook.com/thetarainnirishpubandrestaurant;the-tara-inn;11:00/01:00;11:00/01:00;NULL;11:00/01:00;11:00/01:00;15:00/01:00;15:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;c84435e8342bb1bc253887c1b59eb9eb
3851;Tír na nÓg;21 Rue de Siam;48,3853199;-4,4922785;33298430012;NULL;NULL;https://www.facebook.com/Tir-na-nog-341642129281270;tir-na-nog-1;11:30/01:00;11:30/01:00;11:30/01:00;11:30/01:00;11:30/01:00;15:00/01:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;1;NULL;NULL;NULL;NULL;1;NULL;30;29200;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;f4d8420512c0ce76de50592e679389ae
3852;Vins Du Large;46 Rue Emile Zola;48,3871386;-4,488113;33298436040;NULL;http://vinsdularge.fr;https://www.facebook.com/vinsdularge/;vins-du-large;NULL;NULL;12:00/14:00-18:00/01:00;12:00/14:00-18:00/01:00;12:00/14:00-18:00/01:00;12:00/14:00-18:00/01:00;12:00/14:00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;1;1;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;134937bb4c3d1219b0087ad438b723be
3853;Vins sur 20;59 Rue Amiral Romain Desfosses ZA de Kergaradec;48,4276615;-4,4711328;33984098077;NULL;https://vins-sur-20.fr;https://www.facebook.com/vinssur20brest;vins-sur-20-1;NULL;10:00/20:00;10:00/20:00;10:00/20:00;10:00/21:00;10:00/19:30;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;30;29200;1;NULL;NULL;NULL;NULL;NULL;https://www.instagram.com/vinssur20/;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;801feb4637aa18d8d3320dac3ac51d13
3854;Le Ti'bar;45 Rue du Mail;47,4737769;-0,5511331;33241727613;NULL;NULL;https://www.facebook.com/pages/Le-Ti-Bar-Angers/132379630235155;le-tibar;00:00/02:00-18:15/00:00;NULL;00:00/02:00-18:15/02:00;18:15/02:00;18:15/02:00;18:15/02:00;NULL;NULL;NULL;19:00/00:00;18:00/21:00;NULL;NULL;NULL;NULL;NULL;1;0;01/07/2020 16:13;13/01/2022 16:21;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;31;49100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;13/01/2022 16:21;cc814ed9dd582708b1cfd2e233f83a9a
